Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
B0006SHMPC,The Discovery of King Arthur,,A2UNZU69OZRRJX,"Nelson R. Willis ""Rob Willis""",32/32,5.0,908064000,The most brilliant and important thesis on this subject.,"I've read this book 5 times now, and it still impresses and amazes me. To be perfectly honest, I did not realize its brilliance and importance until the second time I read it. When this book was first published in the mid 80s, I was already a fan of Ashe, having read other books by him about reconstructing a historical Arthur figure and culture. The first time I read it, I thought that it was weak and conflicted with theories put forth by him in his previous books -- theories which I felt were fine and did not need to be improved on. A couple of years ago, someone convinced me to read it a second time, and it absolutely blew my mind! So I recomend that anyone who is not impressed with it give it another chance. Yes, it shifts Arthur chronologically back a generation or so, but many Arthurian events are being shifted back several years in light of the most up-to-date scholoarship. What Ashe does is he lines up the legend of Arthur, as told by Geoffrey of Monmouth, side by side with the history of the fifth century British king, Riothamus, and points out not just a few, but a whole slew of parallels. There are many theories out there trying to reconstruct a historical King Arthur (e.g. see my review of _King Arthur: The True Story_ by Graham Phillips and Martin Keatman), many of which try to identify Arthur with someone on record under a different name; most such theories are weak at best and often quite preposterous, being based on the vaguest scraps of evidence and the most tenuous conicidences. Ashe's theory, on the other hand, is a startlingly strong case made up of a preponderance of circumstantial evidence; one may point to any one thing and say that it is only a coincidence, but when you get layer upon layer of these and couple it with archaeological evidence, one can no longer dismiss the similarities between Riothamus and Arthur as mere coincidence. Take it from a guy who has read a lot of books and articles on this subject: this is not just another among the myriad of historical Arthur theories; this deserves to be far and away the preeminent reconstruction of a historical Arthur. Ashe is a genius!"
B000OU8DMS,THE BLACK ECHO.,,A16QQ78I8J29PA,Thriller Lover,2/2,4.0,1152057600,The Debut of Harry Bosch,"This is Michael Connelly's first book. It features Harry Bosch, the LAPD Homicide Detective that Connelly has featured in over 10 books. This debut, first published in 1992, was widely acclaimed and won Connelly an Edgar award for best first novel.Since writing this book, Connelly has dramatically risen in popularity and many people consider him to be the best American crime fiction writer working today. I've read 8 of his books, and I personally think that it's true: he is the best, or at least one of the best.That being said, this is probably my least favorite book by Connelly. Don't get me wrong -- like all of Connelly's books, this book is well written and well plotted. In my opinion, however, the book is too long and really sags in the middle. I found myself skipping through pages, hoping for something to happen. There is also a romantic subplot in the book that isn't particularly believable or necessary to the story. I also found the resolution of the story to be completely unbelievable, and too dependent on a remarkable series of coincidences.I strongly preferred the two subsequent books in this series, THE BLACK ICE, and especially the CONCRETE BLONDE, which I found very well paced and exciting. It was THE CONCRETE BLONDE that made me a Bosch fan, not this book."
B0006DH9UK,What do we learn from variance ratio statistics? (Working paper),,A17FJ7TH9NSTWF,The Fish,0/0,5.0,1356134400,Very Interesting,"This is a very interesting, meticulously researched book. However, it is also a cure for insomnia, so it takes quite a while to complete. (Or Maybe I have a small brain, and it falls asleep when it gets full.) In any case, there is a lot of information in this book!"
0061092363,Dolly: My Life and Other Unfinished Business,,A3RJ0LIO8X6N9O,rumbledoll,1/1,5.0,1325635200,Loved it,"I enjoyed this book so much, and I am glad to get the chance to know Dolly better. I have always loved her as a person and an entertainer. This is a touching, funny book about her roots and childhood in the Smokies to the days of Porter Wagoner, her marriage to Carl, the movies she made and the ups and downs of her life. Funny, crazy situations she has gotten herself in to. She is very candid, honest and humble. She gives some very good advice, and I have taken most of it. She is a smart lady. She is a caring, loving, spiritual person, and I am happy I got the chance to read her book. In a way, it has changed my life."
B000EVI8O0,Pride and Prejudice,,A2TCY9TKQKBE9P,pattys,0/0,5.0,1357862400,love it,"I think this a great book. I have probably read this book 3 times. Just everyone says, &#34;It is a classic.&#34;"
0814766714,By These Hands: A Documentary History of African American Humanism,65.0,A3E8FQUYAX3ALU,Seon Lewis (Spice Island Atheist),2/2,5.0,1320537600,An Excellent Book,"Professor Anthony Pinn has added a welcomed incite into understanding the many worldviews that shape the struggle for the liberation of black people throughout the years. First, however, I am opposed to Professor Pinn's view that the word ""religion"" should be part of the nomenclature of black humanism or black non-theism. Professor Pinn hinges his argument on the original meaning of the word religion which means: to link, to bind, to connect. And one can connect to anything, people, places or things.Thus, as a word, religion"" has no specific connection to theism per-say. He also points out that because ""humanism function[s] as a religious system within African American communities"", ""religion"" should be used as part of the name. He argues that the word should be reclaimed from the theistic world.Indeed, the word ""religion"" is in no way connected to theism, but because it has been co-opted by the theistic world, ""religion"", as a word, is contaminated with centuries of theistic baggage that makes it an obstacle to humanism and non-theism.However, despite my disagreement with Professor Pinn on this nomenclature issue, I, as an Afro-Caribbean, non-theistic humanist, strongly endorses this book. Professor Pinn has shown light on an aspect of the black liberation struggle that has been neglected by almost all black authors writing on black peoples struggle for dignity, power and justice. By These Hands has peeled back the cover that, for years, has prevented many of us from recognizing the fact that it was not only the theistic religions that contributed to the black liberation struggle. It shows that many regular and intellectual African Americans has, from the beginning, embraced a non-theistic and humanistic approach to improving their conditions. By These Hands has exposed as myth the idea that all slaves were obedient lambs who obediently rolled over and accepted the slave masters' religion.In one essay entitle, Experiences of a Chimney Sweeper, for instance, we are introduced to John Junior. A man who denounced the commonly held position that says if you put your burdens in Christ/God, all will be taken care of. To John, he recognized that his condition could only have been changed by him becoming the doer/active agent. In other words;By his own hands, and not through prayer. The Black abolitionist, Fredrick Douglass, expresses it this way, ""I prayed for twenty years but received no answer until I prayed with my legs"". Douglas, of course, was talking about his eventual escape from slavery.By These Hands has brought to light the deep historical roots and influence humanism and non-theism have had in shaping the struggle for liberation. This book is an excellent book that should be read by all who are interested in an often overlooked dimension of Black history. It is a must read for the black population."
0976132303,I Wrote This Song,13.95,A1XU8X1XXM5DD2,"I Stay in the Gray Area ""I Stay in the Gray Area""",0/0,4.0,1189641600,Pretty good for his first novel...,"This book, I think, has a lot of potential, as does the author. It reads as though you are experiencing what the characters are feeling. From the abuse that is experienced through the father, to the love, the betrayal, and ultimately the sorrow, i think all too many of us have a story way too familiar to this one to not give it all the credit that it is due. For this being his first novel, it was actually a pretty good job and i am awaiting his next one."
B000I38T20,Howards End,,,,1/1,5.0,872380800,Multi-perspective analysis.,"Forster's splendid novel of middle-class EdwardianEngland is presented here specifically for collegestudents, with supplementary material and criticalessays from the psychoanalytical, cultural, Marxist,feminist, and deconstructionist perspectives.The general reader will likely find the essays ofvarying interest, with some surprises: Judith Weissman's Marxistcriticism is refreshingly free of the tired dogmatismone might expect, and J. Hillis Miller's deconstructionistapproach is not only readable, but interesting.Well worthwhile book for anyone wishing to penetratefurther into the mysteries of Forster's work.(The numerical rating above is a default settingwithin Amazon's format. This reviewer does notemploy numerical ratings."
0141804459,Pride & Prejudice (Penguin Classics),,A1NUO5PL1OYQXC,emandashmom,0/0,5.0,1281571200,My favorite book!,"This is my favorite book of all time. When I read Pride and Prejudice (at least once a year) it takes me to a time that I wish I could visit. The rich characters seem like true friends, and nothing would give me greater pleasure than to spend an evening with The Darcy's."
B000NRBS2Y,Of Mice And Men,,A3POX6PDVWNGG7,"""sambalou""",1/1,5.0,958521600,This book is so cool!,"I thought that this book was a great book. I thought thatbecause it expressed the feelings of every character in a certain waythat was so real and it made me feel so into the book. THe part where i really got into the book was when Carlson went out and shot Candy's dog and i started talking to the book because i think that that was really rude. I started to cry when i was watching the movie when Carlson shot Candy's dog because candy was with that dog for a long time and i thought that it was really mean that Carlson thought that it would be ok that he shot the dog. Even if the dog is deaf Candy took care of it and didn't let anything happended to it. He really loved that dog. I also liked how they made Lenny sound so hopeless and how he reacted to the puppy and how he was just like my 6 year old sister. She always comes up to me and says if i do this can you give me something and it is kind of the same as Lenny wanting to tend the rabbits if he did something good... Lenny did live a hard and wild life including that he always had something going on in his life that got him in trouble. I reccomend this book to anyone who likes short and exciting books read this one. I guarantee you that you will not be disapionted, and if i were you i would run out and buy a copy of the book Of Mice and Men right now......... Thank You!"
1856260283,Mother Without a Mask: A Westerners Story of Her Arab Family,,A2E9JKVWIAMDP2,Sandra Frei,2/2,5.0,1032307200,An Incredible Read,"I just finished reading my copy of Mother Without A Mask not more than 10 minutes ago. I picked up the book for something to read at one of the hotels in Dubai and little did I know what an incredible treasure I had stumbled across.I was absolutely captivated by Patricia's descriptions of her life with her Arab family. Their homes, their meals, their weddings, their life style in general. And I am in awe of her ability to blend with her extended family and yet still keep her individuality. Mrs. Tea Cup had such an incredibly open mind and open heart as she experienced life in a world so foreign to us westerner's.I had the opportunity to spend 4 months working in the middle east this year. My only regret, with regard to this book, is that I did not find it and read it at the start of my work term in the Middle East. There were so many gems of knowledge in Patricia's writings that I could have benefitted from. And I have so many questions that I would love to discuss with my middle eastern co-workers who were always eager to share information about their way of life.I know I will read this book many many more times and it will be one of my most treasured pieces of literature. Thank you, Mrs. Tea Cup, for the dedication and determination that it took to write this book and for educating us on a world that is so tragically misunderstood."
B0006CW4MY,Millions of cats,,A24Q8KCCODQENK,Semolina,1/2,5.0,1221868800,"Not a great story, but a great refrain","The illustrations are pretty plain, being that they're black and white, and the story even a little lame, but the ""chorus"" of the book (""Hundreds of cats, Thousands of cats, Millions and billions and trillions of cats""), is what makes the book a standout for me."
B00005J6VF,The Alibi,,A17R9YSKONMQAQ,D. Slonek,0/0,4.0,1327017600,entertaining read,"An entertaining read filled with quirky characters, likeable characters and suspicious characters. The author combined a murder mystery with romance, upstanding characters along with scoundrels, and mixed in some second chances. I enjoyed getting to know the two main characters and some of the lesser ones. I received this book as a First Reads Giveaway and I look forward to reading more titles from this author."
B000K0DB8I,Left Behind - A Novel Of The Earth's Last Days,,A3W9HT3BNE4PQ,Johnny Bragg,0/1,4.0,929491200,wow!,"Two chapters, and I was hooked for the series"
1576750930,The Beauty of the Beast: Breathing New Life Into Organizations,21.24,A2GJQ5R0ZF2NPP,Douglas OLoughlin,0/0,5.0,1350172800,"fabulous title, wonderful content","I have read most of Geoff's books. He writes with a tremendous clarity, sharpened by years of experience all around the world. This is my favourite book of his, as he brilliantly explores the relationship that each of us in organisational life has with the organisations we are part of.One activity from the book that I have used in my working with groups is the 2 by 2 matrix around loving and hating the ""beast"", and helping and harming ourselves. It is healthy and deep work for people.i think the subtitle of the book ""breathing new life into organizations"" can be achieved with the ideas in the book."
0818403810,The Santa Claus Book,,A3MY77R4USNONR,Bridget Kollman,6/6,5.0,1165536000,A Treasure for all ages!,"I received this book as a gift from Santa (my father) on Saint Nicholas Day in 1987. Saint Nicholas Day was observed on the German side of my family. It was a family tradition to leave your letter for Santa in your stocking. On the morning of the 6th (St. Nicholas Day) he had not only taken his letter, but left you a little something behind in your stocking. This book was just a little more proof that Santa did exist. My Father did his best to keep me a believer. The Santa Claus Book will make you smile at any age. The illustrations rock, and every page is filled with a cute, humorous account of everything Santa. You get the scoop on the Elves, reindeer and the history of Santa's suit. There is even an illustration of what happens to non believers. I am 28 and I still believe! You will love this book and so will your children."
B0000CMSVK,Alice's Adventures in Wonderland and Through the Looking Glass,,A2FMKP2QCKREE7,I love 80's Pop and Rock,2/4,4.0,1133308800,A terrific book for people of all ages,"This book was so enjoyable! I think that anyone, young or older child, teen, or adult would love every page of it. I felt that it went by fast most of the time, but some parts were repeatable. I almost wish it were a little shorter, like each story only 100 pages so it would go by faster, but it was still very enjoyable. I actually have to say I like 'Through the Looking Glass' the best. I had always thought these were just short childrens books, I was surprised when I found out how big they were! I didn't really like the end of 'Through the Looking Glass' since it was about the same as the end of 'Alice's Adventure's In Wonderland'. The end of 'Alice's Adventure's In Wonderland' was better because: 1. I read it first, and 2. It was just better and I was very surprised by it (guess I haven't seen the movie ""Alice In Wonderland"" in a while!). However, they are both very good stories that anyone would love and I will recomend it for everybody. PLEASE rate if this review was helpful to you. THANK YOU!"
B000OTUV7Y,The Blue Balloon,,AMYOOV5U6NFEC,Jacob Whitlow,0/0,5.0,1214784000,A wonderful story,My daughter loves looking at this book; her eyes light up with each unfolding page and she goes through it time and again.
1558002405,Perfect Victim,,A5Q7OSWX1P2RE,gailv68,1/1,5.0,1344211200,not for the faint hearted,"the book tells it how it was, some of it is very gory and not for the faint hearted, this man was a monster.."
B000HH7R6G,Doomsday Book,,A283EFUCDPWI3A,tracy.connolly@stonebow.otago.ac.nz,0/0,5.0,884476800,Fantasy becomes reality,I've recently re-read this book and have found it to be quite amazing. The author has made her characters very real and has managed to include an impressive level of detail without weighing the story down at all. This book deserves the awards it has won - it's a pity some people have rated it lowly. Connie has made the university setting seem very realistic and the medieval setting is well suited to the emotive theme of the story. Kivrin and Mr Dunworthy are characters that seem so real that I can easily compare them to people I meet at my university every day. Well done Connie.
1591791693,Nonviolent Communication,,A6KLPC2H5RPPA,Grandma,1/1,5.0,1294617600,Great Tool for Relationship Repair,"I was looking for a better way to comumunicate with my significant other. The communication method taught in this book is simple to learn, and has been very effective for me. Rosenberg uses examples and chapter review to make it easy to learn. I highly recommend this book for couples who struggle with communication."
0743424646,Healing Back Pain Naturally: The Mind-Body Program Proven to Work,10.87,A280SXNQ4HOQY5,"Beatrice ""Beci""",0/3,4.0,1306540800,Amazon has the wrong author,"The book is good but it is NOT by Joan Borysenko. The author, Art Brownstein, M.D. does give a thorough analysis of back pain an a good approach to managing it."
1570629102,"Indestructible Truth: The Living Spirituality of Tibetan Buddhism (World of Tibetan Buddhism, Vol. 1)",16.2,A1SRZE1C77PP20,JMM,0/0,5.0,1284940800,A Thorough Introduction to Tibetan Buddhist Religious Thought from Both an Insider and Outsider Viewpoint,"This is the first volume in Reginald Ray's two-volume introduction to Tibetan Buddhism. It focuses on the more conventional aspects of the tradition while the second volume (Secret of the Vajra World) deals with the more esoteric tantric components. Ray begins with a description of Buddhist Cosmology and he explains how Tibetans view that cosmology and integrate it into their daily lives. This helps to eliminate some of the dry scholasticism so often found in various introductions to religions. The fact that Ray has been a Buddhist practitioner for many years as well as a Western academic allows him approach the subject sometimes as an insider, a Buddhist who has participated in rituals and meditated on teachings, and sometimes as an outsider, a professor who can describe Tibetan history and Buddhist teachings in the more conventional academic way. I found this approach to be very effective, and Ray is able to maintain a balance somewhere between writing a love letter to his personal religious tradition and writing about Tibetan Buddhism as though it were a mysterious phenomenon from an alien world.I thought this book was organized very well. After the introduction on cosmology, it begins with a section on the history of the spread of Buddhism to Tibet, including a short discussion of the forms of Buddhism in India during the times leading up to both the early and later transmissions of Buddhism to Tibet. There are sections on the various ""schools"" of Tibetan Buddhism, the Nyingma, Kadam, Sakya, Kagyu, Gelug, as well as a section on the Ri-me (nonsectarian) movement of the 19th century. Ray stresses two trajectories within Tibetan Buddhist practice, scholarly monastic traditions and non-monastic tantric lineages, and compares the emphasis on each within each of the schools of Tibetan Buddhism. In fact, this dichotomy undergirds his entire discussion of Buddhist history.The next section contains a detailed discussion of the view and practice of Hinayana and Mahayana Buddhism, respectively. Ray describes the view that is cultivated in each of the vehicles and then describes how that view influences one's meditation and ethical activities. It is important to note that Ray emphasizes that this division is merely a didactic convention and that, within Tibetan Buddhism, ""Hinayana"" does not necessarily refer to ""Theravada"" Buddhism. The final section introduces the gradual development of Buddhist philosophy by using the traditional framework of the ""Three Turnings of the Wheel of Dharma."" These three turnings are the Abhidharma system, Madhyamaka philosophy, and teachings on the Buddha-nature. This is likely the most difficult section of the book for those relatively unfamiliar with Buddhism, but Ray does an admirable job succinctly presenting the tenets of each system. He also briefly summarizes the debate among some Tibetan schools as to whether the second or third turning constitutes the final, ultimate teaching of the Buddha.Again, this book is a comprehensive introduction to Tibetan religious thought, both its history and practice. It does not focus so much on Tibetan culture, but that is not its aim. Whether you want to learn about Tibetan Buddhism from scratch or wish to augment what you already know, I highly recommend this book. Perhaps the best praise I can give is that I plan to read the companion volume, Secret of the Vajra World, another 400+ page book, very soon."
1597370045,The Picture of Dorian Gray (Classic Collection (Brilliance Audio)),87.25,ACHKX7A0ZPD0P,Mariah Perkins,0/0,5.0,1352678400,Amazing first and only novel,"I really loved this book from the beginning to the end. I'm a fan of Oscar Wilde, and I could'ntmiss this great classical novel. The book is dominated by two amazing and strong personalities :Dorian Gray,a character full of life, and his friend and mentor Lord Henry Wotton.The story is deliciously dark and unusual, and as far as I know this is the only novel Wilde hadever written. It provides an interesting look on the society of the time through this multi-layeredstory, and Dorian Gray is a perfect representation of the human species. The novel depicts anundeniable influence of the French Decadence movement of the late 19th century, and allows thereader to understand better why it upset the British society that was emerging from the socialconstraints of Victorianism. I appreciated the beauty of his writing style, always elegant, witha flow that looks like poetry all along the book. The conversations exchanged are also witty andpoignant.Maybe some people could find the flow of the story quite slow, or with too many descriptions,which may not give enough room for imagination. Also the text was a little small, but remainedvery readable.Anyway, I highly recommend this book. It is a great way to start discovering Oscar Wilde's workthrough this book full of mystery, which still asks today this valid question: ""What are peoplewilling to sell to get eternal beauty?"""
1595230203,The U.N. Exposed: How the United Nations Sabotages America's Security and Fails the World,,A3O7HSLY7V3XE9,"Rafael K ""rafael_k""",12/71,1.0,1148428800,Does not deserve even one star,"This book is a summit of biased and illogical interpretation. It builds a case based on hand-picked selection and emphasis, which reduces significantly the fairness of the arguments laid down. The book does meet neither minimal journalistic standards nor reporting ethics. Definitely a waste of time, money and paper."
0449233413,Dragonwyck,,AC9B29BXXWJHD,K. Huff,16/17,4.0,1147996800,Sinister,"The premise of Dragonwick seems very much like that of Jane Eyre--a young woman goes tot he house of a very wealthy man to teac his child and ends up falling in love with him. However, this book adds a completely new dimension to this story outline. The main character is absolutely nothing like the demure, humble Jane, and everyone else is sinister in a way that Charlotte Bronte's characters never could have been.The book begins in 1844 and ends in 1849, covering the land rent problems the landlords face, the Astor Place Massacre, and the far-away wars in Texas. The Mid-Atlantic is peopled solely with those of old Dutch ancestry, and cattle still live in downtown Manhattan, which is more farmland than city real estate in the mid-19th century.Miranda Welles is the daughter of a poor farmer from Connecticuit. One day the family recieves a letter from a wealthy New York cousin of theirs, the Van Ryns. Nicholas Van Ryn, looking for a governess for his six-year-old daughter, asks the Welles family if they might be able to spare one of their daughters for the task. And so Miranda goes to New York, a place much finer than she had ever expected it to be. Van Ryn is of old Dutch stock that came to America two hundred years before, and are landlords and adherents to the old way of living, a way that is quickly disintegrating.Upon arriving at the family estate, Dragonwyck, Miranda meets the Lady of the House, the corpulent Johanna. It is clear that Nicholas is no longer in love with his wife, and his attentions turn toward Miranda, who is his cousin by marriage. The book has an omniscient narrator, with intervals in which various minor characters interject their thoughts and feelings (the French Count's are the funniest and most astute). Vvery quickly, Miranda notices something discomfitting about the house, despite its beauty. All the members of the blood line of the Van Ryn family can hear the ghostly cries of one of their ancestors, and Miranda can feel that ancestor's presence in several areas of the house.Upon Johanna Van Ryn's death, under suspicious circumstances, Nicholas immediately proposes to Miranda, though they must wait a year to allow for mourning. Nicholas comes back to her exactly as promised, and they marry. But there is something not quite right with their marriage; Nicholas has a tendency to turn away from distressing situations--or he faces them and does something foolish. It is clear that Nicholas's moments of tenderness towards his new wife become few and far between.Added into the mix is a country doctor, Jefferson Turner. A local man who supports those who are trying to overthrow the manorial system, Jeff has an intense dislike, yet an admiration for Van Ryn. He also develops feelings towards Miranda, who increase as the book progresses.Oone thing that I liked about the book was the number of contemporary authors who had cameos. We meet, briefly, Fenimore Cooper, Herman Melville, and Edgar Allan Poe. By the way, it is from the latter that Nicholas acquires a foul habit that will affect him significantly later on in the book. In sum, I thought this was a wonderful book, though not on the same level as Katherine and Green Ddrakness. Nevertheless, its not difficult to see why Seton's books are being reprinted; they're truly wonderful novels in the gothic style."
0070535345,Procedural Elements for Computer Graphics,,,,1/3,5.0,914976000,A Classical Book Revisited!,The new edition of the book is written in the same manner as the first. New techniques have been added and the old material have been rewritten in a more educational way.This combination makes this book a perfect choise for a good start for beginners and a beauty to study for non.
0415278465,The Poverty of Historicism (Routledge Classics),17.96,A12A08OL0TZY0W,Luc REYNAERT,4/4,5.0,1274572800,It is impossible to know and control what people think (B. Spinoza),"In this book, Karl Popper explains his vision on the course of history, on historical determinism, and on the theories of Descartes, Poincar&eacute; and Duhem.The course of historyFor K. Popper, evolution in history is never dominated by theories, although they may exert some influence, at the same time many other less rational or even completely irrational factors are at work.Historicism (Engels, Marx, Spencer, J.S. Mill, K. Mannheim)Historicism is that part of social sciences which considers historical predictions as its main objective. It pretends that this goal can be achieved if we discover the 'laws' or 'trends' that underlie historical developments.Karl Popper rejects this approach for the following reasons: the course of human history depends heavily on the increase of human knowledge. We can not rationally or scientifically predict this increase. So, we can not determine the future course of history. Developing a theoretical history which is the equivalent of theoretical physics, is impossible.Descartes, Poincar&eacute;, Duhem, essentialismFor Descartes, the principles and premises of deductive systems must be certain ('clear and distinct'). For K. Popper, these principles are only provisory, are only hypotheses. Popper does not agree either with Poincar&eacute; and Duhem, for which some systems may not be subjected to empirical tests. A world of universals (essentialism) doesn't exist, only a world of real objects (nominalism).Popper's proposition of piecemeal adjustments (not revolutions) in the social sphere has been heavily criticized. One critic even asked how a HIV plague can be attacked by piecemeal interventions. But, in fact, the HIV plague was attacked in a piecemeal manner; first by individual drugs, then by cocktails.This defense of indeterminism is a must for all historians and for all Popper fans.The best introduction to Popper's philosophy is Bryan Magee's `Philosophy and the Real World. An Introduction to Karl Popper'."
044990928X,Operating Instructions: A Journal of My Son's First Year,,A6G0U68WLE4HK,rev bs,0/0,5.0,1353628800,I LOVE Anne Lamott,so REAL! hilarious. grabs one right at heart level. the gut wrenching doubt & anxiety of single parenthood. Lamott nails it! wish i'd read this book when my son was a tot.
B000J25IO2,The Outsiders,,,,0/0,5.0,941846400,This is the most awesome book that I have read in my life!,"I am a girl from a small town in TN. I am the kind of person that does not normally get into a book but, &quot;The Outsiders&quot; caught my eye and I just had to read it. It starts off sorta slow, then it gets really deep. I just don't know how I would describe it. In some ways it is to weird cause I can relate to Ponyboy, Soda, and Darry in alot of ways. And I really got into it after I realized that, I could not put it down, I absolutely had to read it. I think the book is unique. I suggest this book to all ages that are able to comprehend the facts of life. I think that this will be one of my favorite books for the rest of my life."
B000K8YXX2,Outsiders,,,,1/3,5.0,1020124800,The best book!,"I think the book, Outsiders was an awsum book. I'm fifteen and I don't usually read, but when I started to read this book I could put it down. Its about these boys trying to make the best out of there lives and ya they get into some trouble, but in the end they come out heroes. I thought it was a good book because its real life. This book just shows the truth about life and how kids live it. Yes I have to agree that we don't alway live it the safe way, but it sure is the truth about how kids treat other kids on the way they look or dress and not on how nice and sweet they are."
B000HB0THG,Spencerville,,A308ZD53O950OP,A&amp;W,0/0,4.0,1316736000,Not my favorite but still a good read - It's still DeMille,"I really like DeMille and have read pretty much everything he puts out. Spencerville was a little different than most, but it still that wit and humor along with a suspenseful story line. I didn't like it as much as I did the Detective Cory series, but it was still a good read, moved along fast and had you rooting for the hero. I wouldn't want to miss this one, but I would read Plum Island, Lion's Game and the Lion first. Word of Honor was also one of my all time favorites of DeMille's.Randy TalleyAuthorEmily's Gold"
140220549X,The ADD & ADHD Answer Book: Professional Answers to 275 of the Top Questions Parents Ask,10.17,A1Q7KVHUDSXUVZ,S. Edmundson,5/5,5.0,1171238400,Excellent Book.,"I was looking for a book to help me understand my son's ADD. This was very resourceful. It explains everything so well. It has advice for organization, structure, behavior, etc. I was very pleased with this book."
0609807900,"Sloppy Firsts (Jessica Darling, Book 1)",11.19,,,0/0,5.0,1078185600,The best teen book. Ever.,"Sloppy Firsts is a book that totally captures what being a teen and what being in high school is really like. I love that they make Jessica Darling, the story's heroine, so real and flawed - showing that even when you seemingly have everything together on the outside, inside it can feel the opposite. I also LOVE how much the books remind me of John Hughes' Sixteen Candles and Breakfast Club. Everyone i know can relate to these books - they're amazing!"
0939495864,A Portrait of the Artist As a Young Man,,A2YXRT2XIJIO57,John P. Jones III,1/1,5.0,1345161600,"""Welcome, O Life!""...","So concludes James Joyce, with the subject quote, in this Irish coming-of-age novel. I first read this novel a few decades ago, and felt it deserved a re-read, in particular, to contrast it with other novels in this genre. Most recently, I've read the Norwegian novelist, Per Petterson'sIt's Fine By Me. There is also the classic French workLe grand Meaulnes., and, for better or worse, the AmericanThe Catcher in the Rye. In terms of Joyce, I'd also read his stream-of-consciousness masterpieceUlysses. A re-read of that should await at least a first reading ofThe Dubliners, if notFinnegans Wake (Classic, 20th-Century, Penguin).In approaching this novel, the ""reference frame"" of the reader will be a dominant consideration: practicing Catholic, or, ex-Catholic, or, never-once-was a Catholic. Because, unlike the other three coming-of-age novels mentioned above, religious dogma, in the form of Catholic beliefs, permeates this work. Naturally, the anticipation, and reality of sex makes more than a cameo appearance. There are the shifting relationships with parents and adults as one moves toward become their coeval (Stephan visits his father' childhood home of Cork, with him, and his father treats him more as a brother). And there are the forms, and reality of obtaining an education, dominated by the schools and professional educators.Stephan Dedalus is the character that largely serves as James Joyce's alter-ego. The novel commences in his infancy, with a nursery rhyme meant to instill fear, and therefore obedience: ""Or, if not, the eagles will come and pull out his eyes."" A fitting prelude to the religious dogma that promotes so much of the same. The next section depicts boarding school scenes, the austerity and coldness of life, the spectrum of teachers who seek to guide, influence, or impose their will on the children. I thought the Christmas holiday scene, when Stephan is first at home, especially apt, since it illustrated the sharp gender division related to the Catholic Church, unsurprising, perhaps, to anyone who has attended one of their services, particularly in Europe. In a later scene, Dedalus is wrongly punished by a rector. The young lad, despite possible dire consequences, reports the rector to his superior, and enjoys a modest triumph of righteousness.For me, the climactic scene occurred half-way through the novel. At the age of 16, Stephan succumbs to the temptations of the flesh, on a commercial basis, and then is immediately tormented with his ""mortal sin,"" and the ever-so-graphic depictions of eternal torment that are promoted by Church officials. The only ""salvation"" is confession, and he must muster the courage to tell a complete stranger what an abysmal sinner he is. As an ex-Catholic, this sequence of events resonated, as did terms I had not thought about in a long time, like the difference between ""actual"" and ""sanctifying"" grace. Stephan's burden of eternal damnation is, at least temporarily, removed, and he does so well in his true contrition, (contrition that transcends mere fear of eternal damnation) that he is approached by one of the priests in order to discuss the possibility that he has a priestly vocation (yes, the ""join the brotherhood"" pitch).But a scene of a young woman, gazing out to sea, with comely legs, deters Dedalus from thoughts of permanent abstention. In a passage that anticipates another famous one fromUlysses, Joyce writes: ""Her eyes had called him and his soul had leaped at the call. To live, to err, to fall, to triumph, to recreate life out of life! A wild angel had appeared to him, the angel of mortal youth and beauty, an envoy from the fair courts of life, to throw open before him in an instant of ecstasy the gates of all the ways of error and glory. On and on and on and on!""I'll give Joyce a hearty amen, from the amen corner. 5-stars."
007057989X,"The Strip-Built Sea Kayak: Three Rugged, Beautiful Boats You Can Build",12.36,,,1/1,5.0,935193600,The Best [money] you will spend toward kayak ownership.,"Readers will not only know how to construct a variety of kayaks but will understand why they are built they way they are. Specifically, you will understand how relative thickness of wood to fiberglas contributes to strength of the epoxy encapsulated composite. The result of this form-follows-function engineering is also esthetically stunning, as the wood strips are what you will see beneath this incredibly tough and TRANSPARENT epoxy and glass. Mr. Schade also explains how you can lengthen or shorten a given design to match your own physique, so in reality, you get more than three designs...if you have the kayak bug this book is indispensible."
